Lat_Deg,Lat_Min,Lat_Sec,Lon_Deg,Lon_Min,Lon_Sec
30,16,27.01,-102,39,21.91
30,15,11.18,-103,27,21.37
30,54,19.03,-104,15,39.99
31,54,19.98,-104,15,53.32
31,46,15.89,-105,23,17.91
33,11,10.29,-101,34,36.62
32,40,14.07,-101,58,1.67
33,22,21.25,-102,58,4.31
34,58,43.38,-100,51,13.38
34,25,4.61,-100,12,1.1
34,12,54.52,-102,14,15.54
26,32,34.46,-97,42,13.44
31,32,28.72,-106,6,20.97
35,44,9.21,-102,15,31.54
35,13,20.47,-101,34,30.58
36,23,55.77,-102,54,18.25
36,16,9.68,-101,1,10.79
36,28,15.47,-100,25,15.03
35,44,48.84,-100,56,34
34,3,46.91,-101,20,22.36
33,58,20.63,-100,14,18.84
32,3,55.34,-102,49,25.65
32,53,58.08,-100,38,47.01
31,44,9.82,-103,0,48.55
31,7,44.69,-102,20,40.78
30,55,6.4,-101,40,37.52
30,44,27.89,-100,50,52.68
29,39,17.93,-100,25,5.62
26,35,50.56,-98,51,4.83
30,45,5.86,-96,42,18.47
30,31,36.2,-96,10,24.84
30,43,32.48,-97,28,33.87
30,12,2.53,-98,5,10.22
31,33,59.27,-95,51,43.26
33,23,15.93,-99,40,26.29
29,57,39.06,-104,2,54.52
30,54,59.44,-104,15,55.19
26,57,19.9,-99,2,44.36
31,44,38.78,-103,13,15.16
28,46,26.04,-97,13,26.51
30,31,23,-96,10,52.38
30,40,25.56,-97,55,46.12
33,22,52.4,-96,4,56.13
26,6,57.33,-97,58,11.99
27,21,30.88,-97,41,46.46
27,17,23.69,-98,30,9.85
27,39,22.95,-99,34,10.97
28,45,7.34,-95,46,7.39
28,37,43.1,-96,12,27.26
28,0,2.98,-97,13,13.71
28,31,53.53,-98,7,41.89
28,35,58.86,-99,12,28.1
28,12,39.75,-100,4,19.27
29,55,52.74,-94,7,36.02
29,11,40.84,-95,37,32.91
29,45,7.87,-96,4,10.72
29,13,21.05,-97,9,1.61
29,5,55.62,-98,39,21.79
29,48,49.7,-99,47,41.56
29,34,46.25,-100,1,25.01
29,48,32.19,-101,34,57.5
29,10,53.57,-103,37,31.77
29,34,6.55,-104,23,55.34
30,36,55.87,-94,11,25.17
30,36,54.17,-95,37,31.95
30,12,4.91,-96,40,19.63
30,6,23.15,-97,47,42.96
30,33,30.6,-98,53,23.63
30,19,23.19,-99,43,41.23
30,1,40.37,-100,13,22.61
30,8,4.79,-101,19,55.47
30,36,16.12,-102,36,42.81
30,36,29.16,-103,23,34.4
30,46,40.44,-103,56,38.4
30,59,56.52,-105,33,8.73
31,37,7.78,-93,55,13.08
31,8,57.87,-94,6,26.06
31,34,52.63,-95,15,10.33
31,52,24.95,-96,14,51.5
31,19,34.99,-97,14,38.57
31,37,12.92,-98,39,40.15
31,35,34.97,-99,25,46.37
31,23,18.1,-100,18,16.58
31,22,59.63,-101,30,38.19
31,13,32.93,-102,17,34.31
31,44,13.91,-103,34,59.58
31,46,6.57,-104,58,29.81
31,13,50.05,-105,20,49.7
31,51,36.7,-106,36,56.53
30,43,40.53,-93,45,57.77
32,23,24.17,-94,34,2.96
32,4,40.96,-95,17,35.31
32,45,43.41,-96,1,3.07
32,18,32.07,-97,30,45.86
32,37,10.36,-98,22,7.98
32,36,15,-99,48,3.64
32,5,55.9,-100,39,6.63
32,34,17.51,-101,55,41.94
32,5,42.24,-102,7,17.55
33,15,15.87,-94,3,6.75
33,42,22.88,-95,42,51.02
33,8,19.82,-96,9,56.71
33,17,47.09,-97,33,37.96
33,23,51.96,-98,45,55.32
33,53,22.22,-98,58,22.4
33,21,29.04,-100,40,22.19
33,55,55.7,-101,4,37.09
33,17,1.88,-102,47,16.45
34,6,4.48,-98,19,1.29
34,30,11.51,-99,53,54.4
34,36,30.62,-100,44,53.57
34,22,15.78,-101,33,14.47
34,43,26.97,-102,47,11.05
35,22,10.38,-100,58,59.03
35,44,20.53,-101,11,8.58
35,59,9.62,-102,34,17.73
36,26,44.87,-100,44,57.56
36,16,17.85,-101,21,20.18
36,1,22.93,-102,8,15.66
29,40,33.95,-102,41,57.74
26,55,32.33,-97,39,54.85
27,6,57.6,-99,13,11.2
31,37,54.98,-98,39,54.63
29,16,23.68,-103,17,26.1
26,15,20.81,-97,21,16.44
41,26,22.69,-113,6,47.01
41,14,20.15,-112,31,46.84
41,41,57.44,-111,48,19.76
40,36,14.54,-113,51,17.36
40,44,36.98,-112,39,37.38
40,3,19.07,-111,16,16.04
40,29,8.14,-110,24,48
40,44,27.09,-109,30,49.46
39,7,4.15,-113,31,33.96
39,23,35.49,-112,13,59.39
39,52,58.94,-111,57,56.99
39,36,43.46,-110,33,58.06
39,54,51.94,-109,39,37.81
38,31,48.47,-113,10,1.79
38,11,10.01,-112,40,17.12
38,28,29.05,-111,16,11.24
38,22,5.05,-110,43,31.05
38,35,9.12,-109,20,10.94
37,49,23.37,-113,28,39.73
37,25,46.25,-112,55,58.34
37,56,41.32,-111,11,36.42
37,52,58.48,-110,21,28.87
37,14,43.27,-109,14,23.37
41,58,57.99,-113,38,45.61
41,44,5.85,-113,57,31.03
39,42,48.75,-111,20,35.16
41,52,2.47,-112,25,29.47
41,33,18.18,-111,34,4.24
40,7,14.71,-113,52,1.1
40,15,24.85,-112,5,22.3
40,25,0.44,-111,14,12.8
40,57,34.42,-110,39,57.77
40,14,25.55,-109,23,17.19
39,38,34.93,-113,16,52.01
39,30,50.54,-112,38,41.17
39,25,36.6,-110,48,1.76
39,54,2.68,-109,10,50.59
38,55,48.83,-113,43,31.6
38,21,15.8,-112,4,19.78
38,8,31.21,-111,4,27.64
38,20,30.94,-110,17,25.34
38,39,55.3,-109,48,4.21
37,53,34.19,-113,47,33.4
37,6,22.33,-112,43,45.15
37,46,16.33,-111,42,22.86
37,40,39.86,-110,50,47.91
37,33,50.05,-109,23,51.63
41,45,2.55,-113,6,6.74
41,34,28.5,-112,4,9.43
41,43,10.06,-111,20,9.58
40,1,4.29,-112,27,42.57
40,35,32.95,-111,2,51.33
40,33,44.27,-110,44,57.46
40,51,40.06,-109,16,2.83
39,52,56.1,-113,16,15.57
39,29,32.94,-112,16,55.51
39,14,18.78,-111,52,24.11
39,13,22.81,-110,59,14
39,33,20.34,-109,44,33.38
38,32,42.64,-113,40,56.14
38,47,18.56,-112,7,22.86
38,55,16.79,-111,44,31.25
38,38,26,-110,34,43.7
38,27,51.34,-109,23,3.02
37,4,7.06,-113,46,15.47
37,27,33.39,-112,19,40.85
37,5,4.29,-113,40,16.29
37,28,17.87,-110,42,37.14
37,23,53.38,-109,14,2.45
41,41,34.98,-111,48,32.45
40,23,39.07,-111,10,50.42
38,35,29.45,-109,34,22.94
41,39,30.81,-113,10,9.3
41,59,29,-114,59,38.58
41,56,6.99,-112,44,39.96
41,20,17.27,-111,40,10.35
40,45,0.96,-113,6,46.99
40,36,28.59,-112,28,16.6
40,38,9.75,-111,18,8.98
40,27,4.75,-110,53,24.3
40,30,51.89,-109,24,8.28
39,13,7.12,-114,0,47.01
39,39,4.37,-112,3,7.11
39,8,59.32,-111,29,10.61
39,40,24.6,-110,37,52.1
39,4,55.97,-109,7,24.12
38,46,55.35,-113,32,26.26
38,32,25.48,-112,36,1.4
38,18,53.91,-111,31,9.92
38,58,6.08,-110,10,24.8
38,10,3.94,-109,22,0.91
37,39,23.15,-113,32,53.73
37,19,5.28,-112,27,51.99
37,46,23.38,-111,39,48.43
37,31,53.03,-110,43,44.32
37,54,1.1,-109,30,26
41,25,7.92,-111,13,10.27
41,20,44.41,-111,20,37.68
41,23,7.3,-111,13,31.38
41,55,36.05,-111,16,47.1
38,42,49.76,-109,34,15.66
41,59,6.76,-111,35,32.34
41,28,12.22,-111,29,13
37,36,28.95,-112,12,32.08
38,34,57.91,-109,46,3.01
42,49,6.39,-72,41,0.1
42,48,8.45,-73,16,14.73
43,0,6.1,-72,57,46.14
43,17,26.17,-72,51,34.7
43,28,11.41,-72,35,36.65
43,45,46.43,-72,44,6.48
43,54,2.23,-72,16,32.13
43,0,32.73,-73,12,0.18
43,25,34.67,-73,1,2.02
43,37,35.48,-73,5,10.4
44,26,26.07,-71,57,7.88
44,40,36.72,-71,51,8.18
44,10,5.12,-72,45,20.24
44,19,21.7,-72,38,59.72
44,20,26.49,-72,24,3.05
44,6,57.13,-72,8,39.53
44,39,37.85,-72,23,4.65
44,34,19.73,-72,20,23.92
44,40,29.41,-72,54,21.9
44,44,5.02,-72,43,21.55
44,19,6.93,-73,2,38.29
44,31,7.93,-73,10,21.24
44,46,26.63,-73,19,16.9
44,36,27.51,-72,43,45.12
44,19,43.24,-73,2,55.04
39,3,35.26,-78,28,7.58
39,14,16.84,-77,35,21.87
38,15,22.28,-79,28,27.05
38,12,15.53,-79,9,54.5
38,33,16.53,-78,33,7.96
38,27,5.41,-78,11,17.4
38,49,4.29,-78,34,22.36
38,50,5.48,-78,45,3.44
38,59,6.01,-77,17,43.68
38,11,39.14,-77,13,41.72
38,1,41.03,-77,35,59.48
38,38,45.32,-77,35,17.2
37,14,35.03,-82,30,24.07
37,1,22.56,-81,57,5.75
37,47,3.93,-80,3,54.19
37,5,24.3,-80,42,40.76
37,30,27.9,-79,59,28.81
37,39,41.44,-79,38,53.71
37,37,32.81,-79,14,2.49
37,32,53.83,-79,18,44.36
37,54,1.88,-78,41,55.88
37,55,51.65,-78,28,56.73
37,42,50.08,-78,48,38.8
37,20,32.09,-78,59,56.98
37,16,15.77,-77,51,54.05
37,59,34.17,-77,50,38.23
37,3,13.68,-77,10,48.53
37,14,38.63,-77,38,31.91
37,39,21.85,-76,19,5.97
37,52,46.79,-76,41,22.57
37,5,52.74,-76,59,9.04
37,32,36.8,-75,40,9.55
36,44,25.03,-82,54,27.51
36,41,34.7,-82,51,49.98
36,54,59.64,-81,35,7.13
36,53,21.31,-81,57,26.77
36,47,41.4,-80,13,59.65
36,46,45.36,-80,56,1.73
36,36,59.41,-79,46,28.9
36,37,14.93,-79,15,27.77
36,50,36.84,-78,40,55.92
36,36,44.38,-78,0,0.21
36,36,55.35,-77,9,37.33
36,37,18.01,-77,17,8.36
36,37,44.13,-76,5,52.5
36,37,55.82,-76,17,46.68
36,43,28,-80,56,31.93
36,44,30.93,-76,1,28.97
37,13,59,-78,12,29.67
36,37,4.15,-78,26,8.4
37,2,10.63,-79,1,55
37,22,0.11,-78,48,1.71
37,17,52.19,-80,18,24.69
37,3,49.92,-77,10,39.01
36,42,22.28,-83,6,8.71
36,43,59.83,-82,44,41.54
36,55,53.38,-81,22,51.94
37,45,27.64,-79,17,37.27
38,13,23.14,-79,19,54.14
37,33,29.53,-79,27,7.75
38,47,19.36,-78,31,53.23
37,47,39.9,-79,57,21.97
37,29,51.16,-80,16,44.73
37,24,18.45,-80,31,8.7
38,30,35.83,-78,27,13.73
37,4,6.42,-77,57,42.05
37,4,55.44,-77,58,26.44
37,30,53.48,-76,28,7.88
37,26,2.87,-76,54,54.77
37,33,5.83,-77,21,42.54
37,14,23.27,-76,30,47.73
37,44,7.4,-76,48,39.67
37,15,22.3,-76,57,29.24
37,59,3.48,-75,20,51.4
37,7,6.6,-75,58,17.8
36,42,40.25,-76,33,35.96
38,35,59.65,-77,25,31.46
36,37,19.85,-81,35,22.38
38,31,51.78,-78,22,48.17
38,12,40.54,-78,40,53.03
38,50,30.24,-78,12,28.78
37,13,19.56,-82,26,17.24
48,7,35.75,-124,40,51.85
48,7,19.83,-123,23,4.53
48,8,28.38,-122,20,34.31
48,45,33.8,-121,13,20.12
48,21,2.53,-120,12,16.33
48,5,31.49,-119,44,24.04
48,3,14.84,-118,30,43.32
48,18,24.72,-117,47,31.2
47,27,56.38,-124,16,54.81
47,7,14.08,-123,8,24.25
47,39,38.91,-122,2,55.91
47,56,54.38,-121,29,26.76
47,45,26.25,-120,18,19.97
47,6,0.1,-119,14,0.29
47,20,33.53,-118,10,11.62
47,43,16.45,-117,58,22.91
46,22,11.03,-123,7,6.09
46,3,36.37,-122,26,50.51
46,33,53.63,-121,22,51.17
46,23,42.94,-120,28,36.23
46,3,38.55,-119,58,27.39
46,23,12.67,-118,53,16.84
46,18,47.36,-117,3,55.59
45,42,11.97,-122,25,28.73
45,50,59.38,-121,21,31.01
45,58,46.24,-120,15,3.71
48,58,46.97,-122,9,12.87
48,51,14.73,-121,53,47.94
48,31,21.9,-120,11,35.34
48,44,58.4,-119,16,27.06
48,13,3.32,-118,40,18.62
48,25,28.67,-117,17,2.02
47,22,32.14,-123,53,39.75
47,59,44.6,-122,10,23.81
47,13,32.11,-121,1,21.32
47,35,7.9,-120,41,37.46
47,14,12.22,-119,55,43.87
47,47,1.95,-118,54,6.95
47,9,32.65,-117,43,38.56
46,17,36.77,-124,5,58.89
46,57,7.25,-123,26,13.26
46,43,25.61,-122,49,31.79
46,21,14.46,-121,35,45.21
46,54,29.46,-120,41,30.12
46,52,15.91,-119,21,5.9
46,15,39.91,-118,21,6.73
46,14,27.46,-117,43,45.77
48,6,40.35,-121,23,59.8
48,17,41.63,-120,33,15.27
49,45,31.49,-119,39,40.33
48,57,40.07,-118,59,20.45
48,49,12.61,-117,14,39.17
47,47,10.18,-123,52,9.48
47,27,28.37,-121,42,21.74
47,16,2.38,-120,43,25.74
47,56,38.88,-119,11,23.21
47,8,36.37,-118,6,20.22
47,11,28.18,-117,24,55
46,37,55.19,-123,50,6.69
46,21,2.35,-122,0,51.86
46,46,42.51,-121,46,20.48
46,38,51.95,-120,58,43.82
46,59,18.06,-119,21,2.17
46,49,34.75,-118,48,57.81
46,30,28.92,-117,25,55.99
48,35,9.79,-122,29,6.66
48,15,4.39,-121,12,30.78
48,33,33.4,-120,20,34.03
48,13,41.32,-119,3,45.48
48,58,57.36,-118,5,19.77
48,51,15.04,-117,51,47.46
47,55,10.45,-122,24,30.14
47,52,55.76,-121,23,37.37
47,45,13.31,-120,42,7.87
47,40,56.72,-119,38,0.5
47,8,5.03,-118,41,32.47
47,52,11.03,-117,58,19.62
46,32,29.47,-123,26,56.09
46,48,58.52,-122,25,37.36
46,6,34.74,-121,49,37.02
46,36,54.66,-120,32,12.73
46,46,20.05,-119,4,52.85
46,18,55.64,-118,31,56.57
46,16,50.97,-117,17,43.03
47,39,49.41,-121,55,34.61
47,45,10.22,-120,18,50.73
47,1,29.35,-123,39,52.2
46,52,44.71,-119,21,19.49
46,14,39.21,-117,43,4.6
48,49,58.05,-117,14,38.76
46,44,52.41,-120,36,10.76
46,49,32.94,-118,39,28.19
46,16,20.44,-118,8,16.59
46,54,39.51,-120,34,44.51
46,35,22.49,-119,23,51.23
46,27,40.75,-119,39,36.7
48,29,17.15,-121,14,19.57
48,42,4.08,-121,5,45.43
48,5,29.04,-121,45,47.78
48,29,40.76,-122,37,8.22
47,24,21.83,-117,31,47.54
47,21,31.59,-122,27,33.7
48,27,42.51,-117,34,44.26
46,3,49.32,-121,30,7.8
47,10,34.53,-122,31,53.51
46,35,50.74,-119,23,54.58
46,27,31.57,-119,39,10.71
37,44,40.7,-80,51,40.45
37,57,45.85,-80,44,33.68
37,40,42.78,-80,19,58.94
37,47,29.44,-81,56,35.6
37,18,16.86,-81,10,17.2
37,36,9.33,-81,8,29.39
37,31,42.54,-81,47,57.91
37,59,2.31,-81,33,52.68
37,26,32.53,-81,36,17.75
37,51,25.1,-82,24,11.06
38,49,46.11,-82,1,50.34
38,41,9.36,-82,3,23.58
38,11,51.9,-82,36,46.61
38,48,59.9,-81,24,33.42
38,32,43.12,-81,22,6.42
38,43,20.48,-81,1,31.62
38,1,59.65,-81,3,0.95
38,34,9.77,-81,48,31.7
38,14,47.26,-81,55,9.51
38,14,49.46,-81,44,18.21
38,43,51.02,-80,20,23.95
38,37,3.98,-80,2,7.85
38,15,29.55,-80,23,37.07
38,42,40.96,-80,30,30.86
38,51,46.82,-80,49,51.54
38,5,34.38,-80,14,52.71
38,32,17.45,-80,55,10.75
38,18,53.96,-80,31,3.27
38,23,9.77,-79,45,5.96
38,35,39.45,-79,28,45.15
38,49,51.68,-79,59,47.17
38,47,5.04,-79,27,11.35
39,3,56.88,-81,31,16.07
39,9,55.38,-81,33,11.81
39,5,52.72,-81,2,22.97
39,56,22.76,-80,45,30.38
39,27,40.4,-80,11,38.76
39,7,34.69,-80,41,46.64
39,11,20.37,-80,5,49.24
39,39,29.62,-80,47,56.43
39,13,54.37,-80,58,4.7
39,32,20.92,-80,23,51.82
39,36,9.85,-79,50,52.47
39,36,22.53,-79,44,20.06
39,5,39.93,-79,56,19.92
39,15,9.19,-79,16,26.12
39,11,48.15,-78,29,42.3
39,10,25.85,-78,41,15.88
39,36,38.25,-78,8,39.19
39,26,36.2,-77,53,26.28
40,7,35.58,-80,36,49.88
39,39,7.34,-79,39,10.61
38,43,25.77,-82,4,23.69
38,49,17.88,-79,51,55.96
39,11,6.05,-80,5,36.21
39,13,20.41,-79,15,3.94
38,58,31.98,-78,50,52.07
39,25,4.16,-78,8,19.3
38,40,25.82,-79,48,56.05
38,54,33.95,-79,41,36.4
38,53,58.56,-79,37,4.02
46,19,40.86,-92,14,48.39
46,31,47.21,-91,25,19.69
46,3,58.15,-91,48,24.41
46,18,43.38,-91,4,38.13
46,50,8,-90,57,27.44
46,9,42.56,-90,45,43.03
46,11,39.27,-90,23,54.55
46,11,53.31,-89,38,15.97
45,1,51.73,-92,44,49.96
45,23,46.82,-92,42,50.21
45,58,14.46,-92,30,49.22
45,38,26.53,-92,15,18.39
45,31,22.85,-91,55,26.62
45,20,48.42,-91,29,40.36
45,50,55.92,-91,14,44.92
45,42,11.49,-91,9,32.48
45,9,48.12,-90,47,5.34
45,5,49.94,-90,32,44.93
45,38,26.02,-90,12,41.16
45,20,15.42,-90,4,31.68
45,13,10.22,-89,48,43.2
45,19,17.31,-89,37,6.25
45,46,22.25,-89,30,16.48
45,56,32.3,-89,11,7.9
45,51,29.14,-88,52,47.26
45,29,28.92,-88,45,27.18
45,20,43.48,-88,39,3.96
45,28,39.81,-88,2,46.1
45,22,34.16,-87,53,35.24
45,23,21.22,-86,57,5.42
44,38,22.03,-92,27,45.25
44,15,54.81,-91,51,52.44
44,22,29.37,-91,43,1.12
44,1,40.05,-91,25,51.22
44,54,52.62,-91,7,10.07
44,48,2.05,-90,23,46.23
44,24,16.97,-90,39,46.96
44,13,14.7,-90,22,56.35
44,37,53.84,-90,3,18.71
44,25,57.94,-89,51,32.06
44,37,40.05,-89,29,26.09
44,44,11.06,-89,17,54.27
44,12,1.77,-89,2,50.45
44,25,53.29,-88,57,2.19
44,52,53.22,-88,10,6.92
44,3,35.14,-88,41,55.55
44,37,24.13,-88,48,32.35
44,3,37.5,-87,45,0.55
44,35,50.2,-87,39,47.3
43,48,2.02,-91,1,9.52
43,33,17.13,-90,53,52.68
43,20,47.43,-90,47,6.36
43,50,8.4,-90,12,28.23
43,44,18.98,-90,19,18.51
43,26,12.94,-89,53,44.53
43,33,26.86,-89,11,7.87
43,54,7.67,-89,6,27.51
43,28,8.55,-89,2,32.01
43,30,35.1,-88,55,14.74
43,27,9.4,-88,45,54.92
43,38,59.35,-88,30,22.08
43,40,11.03,-88,21,0.86
43,21,26.02,-87,53,32.04
42,49,49.1,-90,58,6.25
42,31,48.01,-90,24,28.65
42,43,21.15,-89,58,59.43
42,59,40.14,-89,40,0.02
42,34,19.34,-88,45,55.57
42,38,6.71,-88,2,0.05
42,47,6.64,-87,59,51.69
45,5,13.8,-90,17,46.11
44,24,1.89,-90,39,13.97
42,59,59.12,-89,40,56.22
46,37,44.41,-91,56,59.55
46,19,52.71,-90,54,36.68
46,2,13.99,-89,15,4.69
45,47,50.78,-92,0,14.05
45,50,27.35,-91,18,49.5
45,50,47.03,-90,37,42.15
45,42,30,-89,7,42.1
45,39,7.7,-88,49,17.23
44,58,21.69,-92,38,24.29
44,44,40.2,-91,47,8.45
44,53,30.18,-90,18,31.07
44,5,46.72,-89,37,30.16
44,55,16.45,-88,56,44.08
44,6,50.91,-87,53,33.67
43,4,36.28,-91,4,25.13
43,2,55.88,-90,39,16.69
43,33,25.75,-89,31,28.12
43,52,48.44,-88,2,2.49
42,56,37.34,-90,12,2.71
42,30,56.37,-89,6,40.28
42,57,28.79,-88,15,29.49
44,20,26.71,-88,3,58.35
44,54,49.69,-110,24,47.34
44,28,14.56,-109,16,22.4
44,22,35.28,-108,9,2.66
44,25,56.74,-107,58,26.22
44,53,19.29,-106,43,42.34
44,8,19.03,-105,51,2.16
44,25,25.11,-104,25,51.32
43,59,53.64,-110,47,52.46
43,21,22.17,-109,33,2.8
43,10,59.18,-108,26,32.36
43,28,22.36,-107,34,22.63
43,13,48.35,-106,52,50.06
43,22,16.02,-105,25,8.28
43,18,13.92,-104,29,44.47
42,28,36.04,-109,17,44.22
42,17,7.63,-109,18,32.09
42,13,29.56,-108,38,52.8
42,48,1.74,-107,23,30.54
42,52,16.95,-106,7,51.05
42,47,0.97,-105,51,47.89
42,6,32.02,-104,55,38.31
41,16,14.19,-110,47,27.85
41,9,23.52,-109,49,58.52
41,46,20,-108,18,7.39
41,7,55.27,-107,12,32.95
41,13,28.26,-106,39,6.97
41,6,47.66,-105,20,3.17
41,59,18.22,-104,17,23.41
44,43,24.52,-110,42,51
44,53,34.25,-110,44,26.7
44,19,38.04,-110,37,10.2
44,51,58.35,-109,41,21.88
44,48,47.33,-109,4,26.33
44,53,0.1,-108,46,42.59
43,39,43.82,-110,42,32.39
44,55,58.57,-108,16,38.93
44,7,19.23,-108,57,24.39
44,10,9.24,-107,31,13.14
44,59,17.73,-107,14,21.33
44,41,24.45,-107,40,44.95
44,14,45.56,-106,57,41.99
44,10,46.91,-106,17,9.92
44,37,0.61,-106,3,43.8
44,52,0.8,-105,40,22.03
44,41,0.1,-105,25,12.11
44,6,18.34,-105,16,56.73
44,57,5.42,-104,35,27.12
44,7,12.62,-104,50,47.91
44,21,27.53,-104,7,56.69
43,10,23.68,-110,59,0.07
43,28,36.5,-110,46,9.03
43,39,47.1,-109,39,44.48
43,23,17.75,-109,12,56.56
43,6,48.61,-108,39,55.17
43,36,22.13,-108,48,52.24
43,48,41.1,-108,16,8.07
43,4,27.29,-107,2,22.26
43,23,44.35,-107,42,46.91
43,48,45.91,-107,52,30.61
43,18,4.12,-106,13,13.7
43,51,48.96,-106,58,58.75
43,46,40.91,-106,16,37.04
43,8,29.55,-105,43,12.74
43,44,11.72,-105,43,25.61
43,39,7.09,-105,27,47.74
43,27,35.08,-104,12,35.51
43,41,21.78,-104,13,38.36
43,48,38.41,-104,47,22.67
42,44,3.14,-110,31,2.97
42,31,49.59,-110,44,59.55
42,52,4.67,-110,0,45.14
42,52,28.95,-109,40,39.55
42,40,24.99,-109,29,11.62
42,10,12.6,-109,30,53.39
42,44,32.64,-108,45,54.83
42,44,27.26,-108,9,38.31
42,23,47.73,-108,13,24.33
42,52,56.55,-107,45,19.36
42,14,40.94,-107,56,23.88
42,11,12.57,-107,12,45.04
42,35,39.58,-106,58,54.28
42,18,55.17,-106,31,50.88
42,14,41.49,-106,25,20.95
42,32,22.81,-105,43,29.81
42,15,0.67,-105,19,0.24
42,50,44.31,-105,11,32.52
42,32,18.29,-104,51,46.54
42,52,12.53,-104,23,32.54
42,9,45.79,-104,28,16.83
41,44,6.38,-110,32,43.55
41,14,45.78,-110,13,41
41,38,33.33,-109,39,53.57
41,39,14.57,-109,14,13.7
41,34,10.51,-109,13,6.73
41,52,9.56,-108,37,6.88
41,29,49.86,-107,54,40.44
41,35,46.29,-107,15,56.84
41,8,35.92,-107,40,2.49
41,41,56.71,-106,44,9.2
41,9,24.22,-106,15,19.66
41,20,35.82,-106,19,48.95
41,44,4.37,-105,21,49.21
41,52,5.17,-105,46,17.95
41,11,29.23,-105,59,48.16
41,15,27.51,-104,53,50.86
41,47,17.29,-104,48,8.24
41,13,24.59,-104,8,34.54
42,49,47.5,-105,44,1.91
41,14,21.2,-109,44,21.43
44,6,6.17,-105,16,34.23
44,24,28.31,-104,21,20.18
42,53,10.87,-110,13,21.34
41,44,48.84,-110,32,32.62
41,47,24.32,-109,46,30.28
44,8,42.6,-105,51,38.63
43,59,6.79,-110,47,51.54
43,22,49.66,-106,51,57.35
43,46,11.23,-104,34,47.83
44,40,5.8,-110,40,44.66
44,47,8.85,-110,28,13.1
42,10,14.68,-106,30,54.83
60,45,57.72,-129,12,41.25
60,5,20.8,-130,52,54.68
60,9,12.83,-132,36,28.9
60,10,43.91,-133,52,39.44
60,23,9.7,-134,50,58.64
60,39,39.04,-135,2,33.64
60,35,1.62,-136,9,15.94
60,19,55.76,-137,21,34.66
60,56,16.73,-137,58,33.97
61,57,7.49,-128,27,10.77
61,38,16.3,-130,30,20
62,1,50.47,-133,2,20.94
61,22,48.54,-133,3,11.67
61,15,25.48,-135,28,41.38
61,12,53.78,-136,59,32.37
61,36,34.72,-137,29,5.39
61,3,44.26,-138,31,59.98
61,25,7.68,-139,11,44.05
62,54,5.98,-130,46,34.95
62,27,53.47,-131,24,26.63
62,16,37.27,-133,19,25.56
62,11,18.63,-134,6,16.74
62,5,54.83,-135,20,44.8
62,1,31.45,-140,35,28.2
63,8,23.41,-130,15,50.16
63,35,13.74,-135,55,53.18
63,34,52.59,-137,25,45.68
64,1,3.74,-138,43,20.47
64,11,19.06,-140,24,34.73
66,32,50.74,-136,25,39.2
66,27,7.08,-136,40,54.75
60,56,18.37,-137,53,41.88
64,45,44.85,-138,21,28.85
60,48,53.21,-137,13,41.08
60,33,19.74,-137,8,46.14
60,30,2.55,-137,5,55.55
